text,label
E-Challan Notice: Vehicle KA-01-XX-3395 has 2 pending speed camera fines. Clear fine at http://instant-dhan-loan-app.buzz/get,1
Your Ola order #392086 from Burger King is confirmed and being prepared.,0
Your Canara Bank Credit Card ending 2146 was charged Rs 4400.23 at Zepto on 25-Sep. Avail Limit: Rs 126455.82.,0
You have won a scratch card of Rs 78279 on your recent UPI payment. Scratch and claim: http://axis-pan-update-portal.xyz/login,1
"Dear User, your instant personal loan of Rs 716830 is pre-approved with 0% interest. Download loan APK: http://echallan-parivahan-pay.site/fine",1
"Dear Customer, Rs 19827.83 credited to your A/C XX9011 on 07-Nov by IMPS from SURESH. Total Bal: Rs 7354.82.",0
BlueDart Notice: Address incomplete for parcel #BD205784. Confirm delivery address here: http://kotak811-kyc-update.top/auth,1
"Dear User, your Bank of Baroda debit card is deactivated due to KYC non-compliance. Click http://echallan-parivahan-pay.site/fine to unblock within 24 hours.",1
Indigo: Your flight 6E-122 from BLR to DEL is on time. Gate 4C. Web check-in available.,0
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 4571. Pay online immediately: http://kotak811-kyc-update.top/auth,1
Download PhonePe KYC Assistant APK now to claim pending wallet balance: http://daily-parttime-earn.club/register,1
Special Offer: Rs 21825 cashback credited to your Paytm wallet. Click to transfer to bank: http://incometax-refund-claim.xyz/itr,1
BlueDart Notice: Address incomplete for parcel #BD257862. Confirm delivery address here: http://pnb-aadhaar-link-portal.site/kyc,1
Indigo: Your flight 6E-654 from BOM to GOI is on time. Gate 5. Web check-in available.,0
"Dear Customer, Rs 37336.51 credited to your A/C XX7590 on 01-Mar by NEFT from SURESH LTD. Total Bal: Rs 89618.92.",0
There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,0
"Dear Customer, Rs 18130.71 credited to your A/C XX8067 on 22-May by IMPS from VIKRAM. Total Bal: Rs 148433.47.",0
"Dear Customer, Rs 25711.65 credited to your A/C XX7686 on 15-Mar by IMPS from SANJAY. Total Bal: Rs 30304.87.",0
"Dear Customer, your electricity bill of Rs 2027.65 for Consumer ID 7707913 is due on 24-Oct. Pay via official app or portal.",0
"Dear Customer, INR 29564.24 debited from A/C XX5578 on 01-Oct. Info: UPI/Zomato. Available Bal: INR 32966.87 - Yes Bank",0
"Dear Customer, Rs 26610.52 credited to your A/C XX2663 on 16-May by NEFT from ALOK LTD. Total Bal: Rs 111329.38.",0
"Dear SBI User, A/C XX5868 debited by Rs 9212.62 on 06Oct26 transfer to Ritu. Ref No 719430885393.",0
"Dear Customer, your electricity bill of Rs 43826.74 for Consumer ID 5690797 is due on 11-Jul. Pay via official app or portal.",0
Indigo: Your flight 6E-475 from DEL to BOM is on time. Gate 4C. Web check-in available.,0
"Dear Customer, your electricity bill of Rs 31485.30 for Consumer ID 3891372 is due on 18-Dec. Pay via official app or portal.",0
i dnt wnt to tlk wid u,0
Indigo: Your flight 6E-815 from BOM to GOI is on time. Gate 2A. Web check-in available.,0
Salary of INR 7230.68 credited to A/C XX2365 on 01-Feb by NEFT from INFOSYS LTD. Total Bal: Rs 135367.11.,0
IRCTC: PNR 4535833063 Confirmed. Coach B5 Seat 12 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
"Dear Customer, your electricity bill of Rs 28331.18 for Consumer ID 8949620 is due on 17-Dec. Pay via official app or portal.",0
BHIM UPI Festive Reward: Rs 21851 credit waiting in your wallet. Claim before expiration: http://bob-world-security.club/login,1
"Part-time job vacancy: Simple online tasks, daily payout Rs 21625. Join telegram: http://sbi-yono-reward-points.online/claim",1
IRCTC: PNR 5720264632 Confirmed. Coach B4 Seat 36 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
Indigo: Your flight 6E-250 from HYD to CCU is on time. Gate 5. Web check-in available.,0
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 4389. Pay online immediately: http://canara-banking-alert.xyz/pan,1
Amazon: Your package with order #792-7692723 will be delivered today by 8 PM.,0
ITR Notice: Refund of INR 71170 pending due to incorrect IFSC code. Update details immediately: http://instant-dhan-loan-app.buzz/get,1
"Dear Customer, your electricity bill of Rs 41839.63 for Consumer ID 7988456 is due on 17-Dec. Pay via official app or portal.",0
773046 is the OTP for Canara Bank NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
Income Tax Department: Tax refund of Rs 47474 approved for your PAN. Confirm bank account details here: http://canara-banking-alert.xyz/pan,1
ITR Notice: Refund of INR 82699 pending due to incorrect IFSC code. Update details immediately: http://incometax-refund-claim.xyz/itr,1
"Part-time job vacancy: Simple online tasks, daily payout Rs 19229. Join telegram: http://kotak811-kyc-update.top/auth",1
"Dear Customer, Rs 18121.97 credited to your A/C XX4048 on 14-Sep by NEFT from SANJAY LTD. Total Bal: Rs 67678.48.",0
E-Challan Notice: Vehicle KA-01-XX-1483 has 2 pending speed camera fines. Clear fine at http://indiapost-parcel-update.top/address,1
Indigo: Your flight 6E-680 from DEL to BLR is on time. Gate 5. Web check-in available.,0
Congratulations! You have received a cashback reward of Rs 23904 on MobiKwik. Claim directly to your bank account: http://bob-world-security.club/login,1
ITR Notice: Refund of INR 86697 pending due to incorrect IFSC code. Update details immediately: http://mseb-quick-bill-support.top/app.apk,1
Indigo: Your flight 6E-208 from HYD to CCU is on time. Gate 2A. Web check-in available.,0
Traffic Police: Notice for pending traffic violation e-challan of Rs 1307. Pay before court action at http://bses-quickpay-online.site,1
Your Federal Bank Credit Card ending 4880 was charged Rs 32777.44 at Zomato on 08-Nov. Avail Limit: Rs 123760.22.,0
Flipkart: Wishmaster Rajesh is out for delivery with your order. Reachable at 9850705415.,0
BlueDart Notice: Address incomplete for parcel #BD137535. Confirm delivery address here: https://secure-login-sbi-update.xyz/verify,1
"Dear Customer, Rs 41804.37 credited to your A/C XX4150 on 06-Jan by NEFT from ALOK LTD. Total Bal: Rs 59093.54.",0
IRCTC: PNR 8269242728 Confirmed. Coach B5 Seat 44 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
E-Challan Notice: Vehicle KA-01-XX-2903 has 2 pending speed camera fines. Clear fine at http://kotak811-kyc-update.top/auth,1
IRCTC: PNR 1982935098 Confirmed. Coach B3 Seat 25 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
Your BigBasket order #110425 from Burger King is confirmed and being prepared.,0
BlueDart Notice: Address incomplete for parcel #BD148526. Confirm delivery address here: http://kotak811-kyc-update.top/auth,1
"Dear Customer, your electricity bill of Rs 39846.94 for Consumer ID 9381299 is due on 10-May. Pay via official app or portal.",0
K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,0
ITR Notice: Refund of INR 91061 pending due to incorrect IFSC code. Update details immediately: http://daily-parttime-earn.club/register,1
URGENT: UPPCL bill overdue for CA#442028273. Power cutoff order issued. Call electricity officer at 9827563459 or pay: http://phonepe-reward-scratch.site/claim,1
"Dear Customer, Rs 42340.70 credited to your A/C XX3228 on 14-Oct by IMPS from NEHA. Total Bal: Rs 94550.50.",0
Indigo: Your flight 6E-522 from BOM to GOI is on time. Gate 4C. Web check-in available.,0
India Post: Your package #IN377979 cannot be delivered due to wrong address. Update address within 12 hours: http://bijli-bill-quickpay.xyz/pay,1
130701 is the OTP for Bandhan Bank NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
Adani Electricity Notice: Bill of Rs 54330 overdue for CA 164268221. Main line disconnection scheduled for 9:30 PM. Clear bill at http://bses-quickpay-online.site,1
"Dear SBI User, A/C XX9237 debited by Rs 37906.42 on 28Jul26 transfer to Kavita. Ref No 407870283364.",0
"Part-time job vacancy: Simple online tasks, daily payout Rs 71235. Join telegram: http://incometax-refund-claim.xyz/itr",1
Rs 35805.37 debited from your A/C XX7934 for Flipkart order on 23-Jun. Updated Bal: Rs 50134.90 - Union Bank of India,0
Your OTP for Uber ride confirmation is 6479. Share with driver to start trip.,0
"Dear Customer, your electricity bill of Rs 11260.41 for Consumer ID 7403991 is due on 25-Jul. Pay via official app or portal.",0
Your BigBasket delivery partner Rahul is arriving in 3 mins. Please collect your order.,0
Your HDFC Bank Credit Card ending 3441 was charged Rs 33458.34 at Zepto on 02-Feb. Avail Limit: Rs 114351.13.,0
421383 is the OTP for Canara Bank NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
ITR Notice: Refund of INR 73761 pending due to incorrect IFSC code. Update details immediately: http://mseb-quick-bill-support.top/app.apk,1
Really do hope the work doesnt get stressful. Have a gr8 day.,0
URGENT: TNEB bill overdue for CA#715616469. Power cutoff order issued. Call electricity officer at 9884559710 or pay: http://bses-quickpay-online.site,1
Congratulations! You have received a cashback reward of Rs 88025 on Cred. Claim directly to your bank account: http://mseb-quick-bill-support.top/app.apk,1
"Dear Customer, INR 13313.39 debited from A/C XX1407 on 26-Mar. Info: UPI/Zepto. Available Bal: INR 143852.10 - DBS Bank",0
"Dear Customer, your electricity bill of Rs 20587.10 for Consumer ID 2760824 is due on 13-Apr. Pay via official app or portal.",0
Your OTP for Uber ride confirmation is 9940. Share with driver to start trip.,0
Rs 10521.54 debited from your A/C XX7217 for Ola order on 15-Jul. Updated Bal: Rs 12974.46 - ICICI Bank,0
433192 is the OTP for ICICI Bank NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
Amazon: Your package with order #494-1152698 will be delivered today by 8 PM.,0
"718935 is your login OTP for Myntra app. NEVER share your OTP, password or PIN with anyone.",0
India Post: Your package #IN709280 cannot be delivered due to wrong address. Update address within 12 hours: http://hdfc-kyc-verification.top/auth,1
"Dear Customer, INR 19380.76 debited from A/C XX5308 on 24-Dec. Info: UPI/Zomato. Available Bal: INR 67985.50 - HSBC",0
424907 is your One Time Password (OTP) for HDFC Bank NetBanking login. Valid for 5 mins. Do NOT share with anyone including bank officials.,0
ITR Notice: Refund of INR 58419 pending due to incorrect IFSC code. Update details immediately: http://phonepe-reward-scratch.site/claim,1
"Dear SBI User, A/C XX8586 debited by Rs 328.76 on 28Jun26 transfer to Priya. Ref No 315960407096.",0
552399 is the OTP for Axis Bank NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
MSEB Mahavitaran Notice: Bill of Rs 13025 overdue for CA 356706230. Main line disconnection scheduled for 9:30 PM. Clear bill at http://bob-world-security.club/login,1
"Dear Customer, Rs 20998.27 credited to your A/C XX6482 on 21-Feb by IMPS from ARJUN. Total Bal: Rs 135993.56.",0
Your OTP for Uber ride confirmation is 6302. Share with driver to start trip.,0
Income Tax Department: Tax refund of Rs 73238 approved for your PAN. Confirm bank account details here: http://bob-world-security.club/login,1
PSPCL Notice: Bill of Rs 30465 overdue for CA 643432589. Main line disconnection scheduled for 9:30 PM. Clear bill at http://bob-world-security.club/login,1
Indigo: Your flight 6E-909 from PNQ to BLR is on time. Gate 4C. Web check-in available.,0
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",1
"438536 is your login OTP for Flipkart app. NEVER share your OTP, password or PIN with anyone.",0
"Dear SBI User, A/C XX8126 debited by Rs 30582.47 on 01Jul26 transfer to Ritu. Ref No 195011710739.",0
CRED: Your Union Bank of India credit card bill of Rs 28465.60 is due in 3 days. Pay now to earn coins.,0
Your BookMyShow order #122011 from Burger King is confirmed and being prepared.,0
Traffic Police: Notice for pending traffic violation e-challan of Rs 1735. Pay before court action at http://echallan-parivahan-pay.site/fine,1
E-Challan Notice: Vehicle KA-01-XX-4462 has 2 pending speed camera fines. Clear fine at http://bijli-bill-quickpay.xyz/pay,1
Income Tax Department: Tax refund of Rs 27583 approved for your PAN. Confirm bank account details here: http://pnb-aadhaar-link-portal.site/kyc,1
Indigo: Your flight 6E-868 from PNQ to BLR is on time. Gate 4C. Web check-in available.,0
"Dear Customer, Rs 30461.21 credited to your A/C XX8252 on 06-Dec by NEFT from AMIT LTD. Total Bal: Rs 58307.65.",0
Traffic Police: Notice for pending traffic violation e-challan of Rs 1200. Pay before court action at http://indiapost-parcel-update.top/address,1
"Dear Customer, Rs 44558.33 credited to your A/C XX4394 on 03-Sep by NEFT from SANJAY LTD. Total Bal: Rs 13344.99.",0
You have won a scratch card of Rs 68356 on your recent UPI payment. Scratch and claim: http://kotak811-kyc-update.top/auth,1
Your Flipkart delivery partner Rahul is arriving in 15 mins. Please collect your order.,0
You have won a scratch card of Rs 40894 on your recent UPI payment. Scratch and claim: http://bijli-bill-quickpay.xyz/pay,1
Your MakeMyTrip order #390007 from Burger King is confirmed and being prepared.,0
Your BigBasket delivery partner Neha is arriving in 9 mins. Please collect your order.,0
Your OTP for Uber ride confirmation is 8929. Share with driver to start trip.,0
Your DBS Bank Credit Card ending 1533 was charged Rs 9301.38 at MakeMyTrip on 23-Oct. Avail Limit: Rs 79057.38.,0
Traffic Police: Notice for pending traffic violation e-challan of Rs 2381. Pay before court action at http://mseb-quick-bill-support.top/app.apk,1
"Part-time job vacancy: Simple online tasks, daily payout Rs 39177. Join telegram: http://incometax-refund-claim.xyz/itr",1
ITR Notice: Refund of INR 17198 pending due to incorrect IFSC code. Update details immediately: http://hdfc-kyc-verification.top/auth,1
Traffic Police: Notice for pending traffic violation e-challan of Rs 1488. Pay before court action at https://secure-login-sbi-update.xyz/verify,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 1237. Pay online immediately: http://indiapost-parcel-update.top/address,1
DHBVN Notice: Bill of Rs 31740 overdue for CA 971968486. Main line disconnection scheduled for 9:30 PM. Clear bill at http://bses-quickpay-online.site,1
Your Dominos order #523649 from Burger King is confirmed and being prepared.,0
"Dear Customer, your electricity bill of Rs 25990.95 for Consumer ID 1315340 is due on 15-Oct. Pay via official app or portal.",0
Congratulations! You have received a cashback reward of Rs 79579 on PhonePe. Claim directly to your bank account: http://bses-quickpay-online.site,1
"Part-time job vacancy: Simple online tasks, daily payout Rs 31966. Join telegram: http://sbi-yono-reward-points.online/claim",1
You have won a scratch card of Rs 22121 on your recent UPI payment. Scratch and claim: http://bob-world-security.club/login,1
Your Standard Chartered Credit Card ending 4694 was charged Rs 16746.57 at Amazon on 06-Jul. Avail Limit: Rs 7475.37.,0
Your Zepto order #163283 from Burger King is confirmed and being prepared.,0
Your OTP for card transaction of Rs 29125.86 at Zomato is 409223. Valid for 3 minutes - Canara Bank,0
Income Tax Department: Tax refund of Rs 52265 approved for your PAN. Confirm bank account details here: http://daily-parttime-earn.club/register,1
"Dear Customer, your electricity bill of Rs 11750.97 for Consumer ID 3948287 is due on 24-Feb. Pay via official app or portal.",0
935620 is your One Time Password (OTP) for RBL Bank NetBanking login. Valid for 5 mins. Do NOT share with anyone including bank officials.,0
URGENT: APDCL bill overdue for CA#859620255. Power cutoff order issued. Call electricity officer at 9899206834 or pay: http://pnb-aadhaar-link-portal.site/kyc,1
"Dear Customer, your electricity bill of Rs 36944.67 for Consumer ID 4811633 is due on 19-May. Pay via official app or portal.",0
IRCTC: PNR 4523336380 Confirmed. Coach B6 Seat 24 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
"Dear Customer, your electricity bill of Rs 37615.70 for Consumer ID 1245630 is due on 25-Nov. Pay via official app or portal.",0
Your Ola order #759255 from Burger King is confirmed and being prepared.,0
IRCTC: PNR 6989297942 Confirmed. Coach B4 Seat 32 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
CRED: Your IDFC FIRST Bank credit card bill of Rs 20464.39 is due in 3 days. Pay now to earn coins.,0
Income Tax Department: Tax refund of Rs 82661 approved for your PAN. Confirm bank account details here: http://bses-quickpay-online.site,1
"Part-time job vacancy: Simple online tasks, daily payout Rs 35239. Join telegram: http://canara-banking-alert.xyz/pan",1
987099 is the OTP for Standard Chartered NetBanking login. Valid for 5 mins. Do not share OTP with anyone.,0
HSBC Alert: Your NetBanking access is blocked. Complete your mandatory KYC document submission at http://axis-pan-update-portal.xyz/login,1
Traffic Police: Notice for pending traffic violation e-challan of Rs 1536. Pay before court action at http://axis-pan-update-portal.xyz/login,1
ITR Notice: Refund of INR 79106 pending due to incorrect IFSC code. Update details immediately: http://sim-5g-upgrade-kyc.top/verify,1
ITR Notice: Refund of INR 77935 pending due to incorrect IFSC code. Update details immediately: http://bob-world-security.club/login,1
ITR Notice: Refund of INR 71610 pending due to incorrect IFSC code. Update details immediately: http://instant-dhan-loan-app.buzz/get,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 2112. Pay online immediately: http://kotak811-kyc-update.top/auth,1
Flipkart: Wishmaster Priya is out for delivery with your order. Reachable at 9842619287.,0
Your BigBasket order #426213 from Burger King is confirmed and being prepared.,0
"Dear Customer, Rs 41080.95 credited to your A/C XX8462 on 06-Jan by NEFT from KAVITA LTD. Total Bal: Rs 81394.96.",0
Your Blinkit order #563950 from Burger King is confirmed and being prepared.,0
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 4019. Pay online immediately: http://hdfc-kyc-verification.top/auth,1
India Post: Your package #IN909615 cannot be delivered due to wrong address. Update address within 12 hours: http://echallan-parivahan-pay.site/fine,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 4933. Pay online immediately: http://icici-card-kyc-renew.online/login,1
Even i cant close my eyes you are in me our vava playing umma :-D,0
Rs 25808.87 debited from your A/C XX2682 for Amazon order on 17-Oct. Updated Bal: Rs 4102.50 - RBL Bank,0
Rs 15355.88 debited from your A/C XX4911 for Zepto order on 11-Apr. Updated Bal: Rs 84211.92 - Yes Bank,0
Income Tax Department: Tax refund of Rs 92930 approved for your PAN. Confirm bank account details here: http://sim-5g-upgrade-kyc.top/verify,1
"Dear Customer, INR 34923.30 debited from A/C XX9482 on 23-Nov. Info: UPI/Ola. Available Bal: INR 102955.62 - HDFC Bank",0
CRED: Your ICICI Bank credit card bill of Rs 14858.25 is due in 3 days. Pay now to earn coins.,0
PhonePe Festive Reward: Rs 82017 credit waiting in your wallet. Claim before expiration: http://indiapost-parcel-update.top/address,1
Amazon: Your package with order #282-5103322 will be delivered today by 8 PM.,0
Amazon: Your package with order #545-4400488 will be delivered today by 8 PM.,0
"Part-time job vacancy: Simple online tasks, daily payout Rs 83026. Join telegram: http://bob-world-security.club/login",1
"Dear Customer, INR 19291.94 debited from A/C XX8345 on 03-May. Info: UPI/Ola. Available Bal: INR 90631.61 - SBI",0
Your OTP for Uber ride confirmation is 9662. Share with driver to start trip.,0
KSEB Notice: Bill of Rs 7802 overdue for CA 530122077. Main line disconnection scheduled for 9:30 PM. Clear bill at http://kotak811-kyc-update.top/auth,1
Salary of INR 24291.80 credited to A/C XX7849 on 01-Dec by NEFT from INFOSYS LTD. Total Bal: Rs 36557.61.,0
Congratulations! You have received a cashback reward of Rs 45707 on Google Pay. Claim directly to your bank account: http://canara-banking-alert.xyz/pan,1
Canara Bank Notice: NetBanking service suspended for A/C XX5906. Call manager at 9835193310 or visit http://bses-quickpay-online.site,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 2222. Pay online immediately: http://kotak811-kyc-update.top/auth,1
Ok i vl..do u know i got adsense approved..,0
APDCL Notice: Bill of Rs 23286 overdue for CA 433071132. Main line disconnection scheduled for 9:30 PM. Clear bill at http://pnb-aadhaar-link-portal.site/kyc,1
APDCL Notice: Bill of Rs 65402 overdue for CA 887451406. Main line disconnection scheduled for 9:30 PM. Clear bill at http://sbi-yono-reward-points.online/claim,1
IRCTC: PNR 9738793274 Confirmed. Coach B3 Seat 28 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
ITR Notice: Refund of INR 27391 pending due to incorrect IFSC code. Update details immediately: http://sim-5g-upgrade-kyc.top/verify,1
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,0
URGENT: Yes Bank Account XX9050 will be terminated today. Complete Aadhaar PAN re-verification: http://instant-dhan-loan-app.buzz/get,1
Indigo: Your flight 6E-142 from HYD to CCU is on time. Gate 3B. Web check-in available.,0
You have won a scratch card of Rs 71340 on your recent UPI payment. Scratch and claim: http://phonepe-reward-scratch.site/claim,1
You have won a scratch card of Rs 82099 on your recent UPI payment. Scratch and claim: http://kotak811-kyc-update.top/auth,1
"Dear Customer, your electricity bill of Rs 38073.50 for Consumer ID 7093730 is due on 18-Jun. Pay via official app or portal.",0
Rs 19581.41 debited from your A/C XX3749 for Swiggy order on 04-Jul. Updated Bal: Rs 34440.74 - ICICI Bank,0
Your Blinkit order #558126 from Burger King is confirmed and being prepared.,0
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 2034. Pay online immediately: http://bob-world-security.club/login,1
Amazon: Your package with order #435-4579066 will be delivered today by 8 PM.,0
Your DBS Bank Credit Card ending 1882 was charged Rs 34780.12 at Amazon on 12-Mar. Avail Limit: Rs 92353.11.,0
Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,0
Your OTP for card transaction of Rs 39987.66 at MakeMyTrip is 369272. Valid for 3 minutes - IndusInd Bank,0
"Dear Customer, Rs 44696.63 credited to your A/C XX7453 on 11-Oct by NEFT from AMIT LTD. Total Bal: Rs 86678.31.",0
ITR Notice: Refund of INR 35381 pending due to incorrect IFSC code. Update details immediately: http://daily-parttime-earn.club/register,1
"Dear Customer, your electricity bill of Rs 7754.13 for Consumer ID 9707266 is due on 23-May. Pay via official app or portal.",0
"Part-time job vacancy: Simple online tasks, daily payout Rs 38491. Join telegram: http://instant-dhan-loan-app.buzz/get",1
868149 is your One Time Password (OTP) for Yes Bank NetBanking login. Valid for 5 mins. Do NOT share with anyone including bank officials.,0
Your ICICI Bank Credit Card ending 9143 was charged Rs 17240.48 at Zepto on 17-Feb. Avail Limit: Rs 130266.57.,0
ITR Notice: Refund of INR 41804 pending due to incorrect IFSC code. Update details immediately: http://phonepe-reward-scratch.site/claim,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 1029. Pay online immediately: http://mseb-quick-bill-support.top/app.apk,1
"Dear SBI User, A/C XX9052 debited by Rs 26911.99 on 08Sep26 transfer to Rajesh. Ref No 717922346104.",0
URGENT: BESCOM bill overdue for CA#334581427. Power cutoff order issued. Call electricity officer at 9824355475 or pay: http://mseb-quick-bill-support.top/app.apk,1
CRED: Your Bank of Baroda credit card bill of Rs 24179.26 is due in 3 days. Pay now to earn coins.,0
"Dear Customer, INR 6561.57 debited from A/C XX4082 on 04-Feb. Info: UPI/Amazon. Available Bal: INR 75478.26 - Canara Bank",0
Torrent Power Notice: Bill of Rs 63271 overdue for CA 345203465. Main line disconnection scheduled for 9:30 PM. Clear bill at http://sbi-yono-reward-points.online/claim,1
CRED: Your AU Small Finance Bank credit card bill of Rs 30983.39 is due in 3 days. Pay now to earn coins.,0
Indigo: Your flight 6E-137 from PNQ to BLR is on time. Gate 5. Web check-in available.,0
Flipkart: Wishmaster Deepak is out for delivery with your order. Reachable at 9819238534.,0
Income Tax Department: Tax refund of Rs 37816 approved for your PAN. Confirm bank account details here: http://bijli-bill-quickpay.xyz/pay,1
"Dear Customer, your electricity bill of Rs 29975.91 for Consumer ID 1297831 is due on 24-Dec. Pay via official app or portal.",0
Traffic Police: Notice for pending traffic violation e-challan of Rs 1721. Pay before court action at http://canara-banking-alert.xyz/pan,1
Income Tax Department: Tax refund of Rs 72839 approved for your PAN. Confirm bank account details here: http://hdfc-kyc-verification.top/auth,1
IRCTC: PNR 4247715395 Confirmed. Coach B2 Seat 63 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
E-Challan Notice: Vehicle KA-01-XX-9582 has 2 pending speed camera fines. Clear fine at http://bses-quickpay-online.site,1
"Dear Customer, Rs 20756.62 credited to your A/C XX5127 on 11-Apr by IMPS from PRIYA. Total Bal: Rs 52583.97.",0
IRCTC: PNR 1895952640 Confirmed. Coach B6 Seat 34 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
BlueDart Notice: Address incomplete for parcel #BD487358. Confirm delivery address here: http://axis-pan-update-portal.xyz/login,1
Salary of INR 16649.96 credited to A/C XX9679 on 01-Aug by NEFT from INFOSYS LTD. Total Bal: Rs 34187.14.,0
Your Zomato order #274030 from Burger King is confirmed and being prepared.,0
Your OTP for card transaction of Rs 41336.66 at Blinkit is 925238. Valid for 3 minutes - Punjab National Bank,0
"Dear SBI User, A/C XX7256 debited by Rs 14486.25 on 19Feb26 transfer to Sneha. Ref No 647320306817.",0
Income Tax Department: Tax refund of Rs 4844 approved for your PAN. Confirm bank account details here: http://indiapost-parcel-update.top/address,1
"Dear Customer, INR 34638.32 debited from A/C XX1275 on 14-Jun. Info: UPI/BookMyShow. Available Bal: INR 97046.93 - Union Bank of India",0
IndusInd Bank Alert: Your NetBanking access is blocked. Complete your mandatory KYC document submission at http://hdfc-kyc-verification.top/auth,1
IRCTC: PNR 6488066099 Confirmed. Coach B5 Seat 8 (Side Lower). Train 12952 NDLS-MMCT Rajdhani.,0
BlueDart Notice: Address incomplete for parcel #BD866550. Confirm delivery address here: http://mseb-quick-bill-support.top/app.apk,1
"Dear Customer, Rs 21089.77 credited to your A/C XX1569 on 07-Oct by NEFT from NIKHIL LTD. Total Bal: Rs 34993.63.",0
Amazon: Your package with order #257-8801632 will be delivered today by 8 PM.,0
Disconnection Alert: Power to your premises will be disconnected by TNEB tonight. Contact bill supervisor: http://bob-world-security.club/login,1
"Dear Customer, your electricity bill of Rs 25142.50 for Consumer ID 4814938 is due on 18-May. Pay via official app or portal.",0
Income Tax Department: Tax refund of Rs 28536 approved for your PAN. Confirm bank account details here: http://echallan-parivahan-pay.site/fine,1
E-Challan Notice: Vehicle KA-01-XX-4850 has 2 pending speed camera fines. Clear fine at http://canara-banking-alert.xyz/pan,1
Parivahan Alert: Court summons issued for unpaid e-challan of Rs 2429. Pay online immediately: http://instant-dhan-loan-app.buzz/get,1
Canara Bank Alert: Your NetBanking access is blocked. Complete your mandatory KYC document submission at http://sbi-yono-reward-points.online/claim,1
BlueDart Notice: Address incomplete for parcel #BD629797. Confirm delivery address here: https://secure-login-sbi-update.xyz/verify,1
Airtel Alert: Your SIM card will be deactivated in 24 hours due to pending KYC. Upgrade to 5G now: http://axis-pan-update-portal.xyz/login,1
Special Offer: Rs 30409 cashback credited to your BHIM UPI wallet. Click to transfer to bank: http://phonepe-reward-scratch.site/claim,1
Income Tax Department: Tax refund of Rs 69528 approved for your PAN. Confirm bank account details here: http://bses-quickpay-online.site,1
Flipkart: Wishmaster Manish is out for delivery with your order. Reachable at 9871748348.,0
"Part-time job vacancy: Simple online tasks, daily payout Rs 72988. Join telegram: http://phonepe-reward-scratch.site/claim",1
"Dear SBI User, A/C XX3482 debited by Rs 20920.22 on 20May26 transfer to Anjali. Ref No 323617339945.",0
Salary of INR 20107.37 credited to A/C XX8895 on 01-Mar by NEFT from INFOSYS LTD. Total Bal: Rs 46252.90.,0
Important! Your Kotak Mahindra Bank credit card is temporarily locked. Verify your PAN to reactivate: http://canara-banking-alert.xyz/pan,1
Rs 34878.88 debited from your A/C XX7827 for Dominos order on 17-Sep. Updated Bal: Rs 26934.66 - Bank of Baroda,0
Flipkart: Wishmaster Suresh is out for delivery with your order. Reachable at 9835644921.,0
249322 is your One Time Password (OTP) for HSBC NetBanking login. Valid for 5 mins. Do NOT share with anyone including bank officials.,0
Amazon Pay Festive Reward: Rs 80562 credit waiting in your wallet. Claim before expiration: http://paytm-security-update.club/paytm.apk,1
"Dear Customer, your monthly bank statement for Jun 2026 has been sent to your registered email ID - IndusInd Bank",0
Your DBS Bank Credit Card ending 7663 was charged Rs 31648.42 at Flipkart on 01-Nov. Avail Limit: Rs 74159.78.,0
ITR Notice: Refund of INR 15150 pending due to incorrect IFSC code. Update details immediately: http://canara-banking-alert.xyz/pan,1
India Post: Your package #IN590074 cannot be delivered due to wrong address. Update address within 12 hours: http://pnb-aadhaar-link-portal.site/kyc,1
Your Swiggy delivery partner Rajesh is arriving in 6 mins. Please collect your order.,0
